Record ID,Intake Date,Intake Channel,311 SR Number,Business Category,Complaint Code,Business Unique ID,Business Name,Result Date,Result,Referred To,Contract Cancelled Amount,Refund Amount,Address Type,Building Nbr,Street1,Street2,Street3,Unit Type,Apt/Suite,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Census Block (2010),Census Tract (2010),Latitude,Longitude,Standardized_Business_Name
019370-2023-CMPL,9/28/23,311,311-16025092,Specialized Vending License - MFV,Cashless Business,BA-1671326-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,168,CADMAN PLZ W,,,,,BROOKLYN,NY,11201,,302,33,,,BK09,4001,1,40.69953487,-73.99117868,NYC Soft Ice Cream Truck owned by Eddie Cumart
019275-2023-CMPL,9/27/23,311,311-16013578,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,9/27/23,Duplicate Complaint - DUP,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
019144-2023-CMPL,9/25/23,311,311-15999863,Specialized Vending License - MFV,Price Not Posted,BA-1669505-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,9/26/23,Duplicate Complaint - DUP,,,,Complete Address,2,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000078,3000350012,BK38,1005,21,40.70310051,-73.99418974,NYC Soft Ice Cream Truck owned by Eddie Cumart
019145-2023-CMPL,9/25/23,311,311-15999883,Specialized Vending License - MFV,Price Not Posted,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,9/26/23,Duplicate Complaint - DUP,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
019146-2023-CMPL,9/25/23,311,311-15999898,Specialized Vending License - MFV,Price Not Posted,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,9/26/23,Duplicate Complaint - DUP,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
019147-2023-CMPL,9/25/23,311,311-15999917,Specialized Vending License - MFV,Price Not Posted,BA-1671326-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,168,CADMAN PLZ W,,,,,BROOKLYN,NY,11201,,302,33,,,BK09,4001,1,40.69953487,-73.99117868,NYC Soft Ice Cream Truck owned by Eddie Cumart
019150-2023-CMPL,9/25/23,311,311-16000169,Specialized Vending License - MFV,Cashless Business,BA-1671326-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,168,CADMAN PLZ W,,,,,BROOKLYN,NY,11201,,302,33,,,BK09,4001,1,40.69953487,-73.99117868,NYC Soft Ice Cream Truck owned by Eddie Cumart
019151-2023-CMPL,9/25/23,311,311-16000192,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,3/4/24,Duplicate Complaint - DUP,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
019152-2023-CMPL,9/25/23,311,311-16000202,Specialized Vending License - MFV,Cashless Business,BA-1671727-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Cross Street (Intersection),,DOCK STREET,WATER STREET,,,,,NY,11201,Brooklyn,302,33,,,,,21,40.70330902,-73.9925487,NYC Soft Ice Cream Truck owned by Eddie Cumart
019153-2023-CMPL,9/25/23,311,311-16000208,Specialized Vending License - MFV,Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
019035-2023-CMPL,9/24/23,311,311-15984637,Specialized Vending License - MFV,Cashless Business,BA-1671597-2023,NYC Soft Ice Cream Trucks (owned by Eddie Cumart),11/6/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
019036-2023-CMPL,9/24/23,311,311-15984774,Specialized Vending License - MFV,Cashless Business,BA-1671598-2023,NYC Soft Ice Cream Trucks (owned by Eddie Cumart),11/6/23,Complaint Review Complete,,,,Complete Address,88,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70180741,-73.98967805,NYC Soft Ice Cream Truck owned by Eddie Cumart
018905-2023-CMPL,9/22/23,311,311-15963472,Specialized Vending License - MFV,Price Not Posted,BA-1671326-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,9/22/23,Duplicate Complaint - DUP,,,,Complete Address,168,CADMAN PLZ W,,,,,BROOKLYN,NY,11201,,302,33,,,BK09,4001,1,40.69953487,-73.99117868,NYC Soft Ice Cream Truck owned by Eddie Cumart
018940-2023-CMPL,9/22/23,311,311-15970420,Specialized Vending License - MFV,Cashless Business,BA-1669505-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,3/4/24,Duplicate Complaint - DUP,,,,Complete Address,2,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000078,3000350012,BK38,1005,21,40.70310051,-73.99418974,NYC Soft Ice Cream Truck owned by Eddie Cumart
018947-2023-CMPL,9/22/23,311,311-15970523,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
018949-2023-CMPL,9/22/23,311,311-15971477,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
018950-2023-CMPL,9/22/23,311,311-15971527,Specialized Vending License - MFV,Price Not Posted; Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
018965-2023-CMPL,9/22/23,311,311-15972600,Specialized Vending License - MFV,Cashless Business,BA-1669505-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,2,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000078,3000350012,BK38,1005,21,40.70310051,-73.99418974,NYC Soft Ice Cream Truck owned by Eddie Cumart
018966-2023-CMPL,9/22/23,311,311-15972618,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
018967-2023-CMPL,9/22/23,311,311-15972637,Specialized Vending License - MFV,Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
018969-2023-CMPL,9/22/23,311,311-15972674,Specialized Vending License - MFV,Cashless Business,BA-1671532-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,YORK STREET,,,,,NY,11201,Brooklyn,302,33,,,,,21,40.701629,-73.98967808,NYC Soft Ice Cream Truck owned by Eddie Cumart
018971-2023-CMPL,9/22/23,311,311-15972753,Specialized Vending License - MFV,Price Not Posted; Cashless Business,BA-1671535-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,192,JORALEMON ST,,,,,BROOKLYN,NY,11201,,302,33,,,BK09,1003,9,40.69264005,-73.99167723,NYC Soft Ice Cream Truck owned by Eddie Cumart
018800-2023-CMPL,9/21/23,311,311-15951939,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,10/25/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
018801-2023-CMPL,9/21/23,311,311-15951971,Specialized Vending License - MFV,Price Not Posted,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,10/2/23,Duplicate Complaint - DUP,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
018802-2023-CMPL,9/21/23,311,311-15951982,Specialized Vending License - MFV,Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
018803-2023-CMPL,9/21/23,311,311-15951995,Specialized Vending License - MFV,Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,10/25/23,Complaint Review Complete,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
018804-2023-CMPL,9/21/23,311,311-15952003,Specialized Vending License - MFV,Cashless Business,BA-1671326-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,168,CADMAN PLZ W,,,,,BROOKLYN,NY,11201,,302,33,,,BK09,4001,1,40.69953487,-73.99117868,NYC Soft Ice Cream Truck owned by Eddie Cumart
018805-2023-CMPL,9/21/23,311,311-15952016,Specialized Vending License - MFV,Price Not Posted,BA-1669505-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,3/4/24,Duplicate Complaint - DUP,,,,Complete Address,2,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000078,3000350012,BK38,1005,21,40.70310051,-73.99418974,NYC Soft Ice Cream Truck owned by Eddie Cumart
018888-2023-CMPL,9/21/23,311,311-15961201,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
018889-2023-CMPL,9/21/23,311,311-15961222,Specialized Vending License - MFV,Price Not Posted,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,3/4/24,Duplicate Complaint - DUP,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
018890-2023-CMPL,9/21/23,311,311-15961240,Specialized Vending License - MFV,Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,10/25/23,Complaint Review Complete,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
018891-2023-CMPL,9/21/23,311,311-15961252,Specialized Vending License - MFV,Cashless Business,BA-1671326-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,10/25/23,Complaint Review Complete,,,,Complete Address,168,CADMAN PLZ W,,,,,BROOKLYN,NY,11201,,302,33,,,BK09,4001,1,40.69953487,-73.99117868,NYC Soft Ice Cream Truck owned by Eddie Cumart
018892-2023-CMPL,9/21/23,311,311-15961265,Specialized Vending License - MFV,Cashless Business,BA-1669505-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,2,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000078,3000350012,BK38,1005,21,40.70310051,-73.99418974,NYC Soft Ice Cream Truck owned by Eddie Cumart
018669-2023-CMPL,9/19/23,311,311-15936593,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,10/25/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
018670-2023-CMPL,9/19/23,311,311-15936614,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,10/25/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
018499-2023-CMPL,9/18/23,311,311-15915882,Specialized Vending License - MFV,Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,9/18/23,Insufficient Info Received,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
018501-2023-CMPL,9/18/23,311,311-15915939,Specialized Vending License - MFV,Price Not Posted,BA-1669504-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,3/4/24,Duplicate Complaint - DUP,,,,Complete Address,28,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70358875,-73.98956597,NYC Soft Ice Cream Truck owned by Eddie Cumart
018570-2023-CMPL,9/18/23,311,311-15924766,Specialized Vending License - MFV,Cashless Business,BA-1669505-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,10/25/23,Complaint Review Complete,,,,Complete Address,2,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000078,3000350012,BK38,1005,21,40.70310051,-73.99418974,NYC Soft Ice Cream Truck owned by Eddie Cumart
018579-2023-CMPL,9/18/23,311,311-15925281,Specialized Vending License - MFV,Price Not Posted,BA-1669505-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,3/4/24,Duplicate Complaint - DUP,,,,Complete Address,2,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000078,3000350012,BK38,1005,21,40.70310051,-73.99418974,NYC Soft Ice Cream Truck owned by Eddie Cumart
018428-2023-CMPL,9/16/23,311,311-15902258,Specialized Vending License - MFV,Price Not Posted,BA-1669504-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,10/25/23,Complaint Review Complete,,,,Complete Address,28,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70358875,-73.98956597,NYC Soft Ice Cream Truck owned by Eddie Cumart
018429-2023-CMPL,9/16/23,311,311-15902281,Specialized Vending License - MFV,Cashless Business,BA-1669504-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,10/25/23,Complaint Review Complete,,,,Complete Address,28,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70358875,-73.98956597,NYC Soft Ice Cream Truck owned by Eddie Cumart
018430-2023-CMPL,9/16/23,311,311-15902326,Specialized Vending License - MFV,Price Not Posted,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,3/4/24,Duplicate Complaint - DUP,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
018321-2023-CMPL,9/15/23,311,311-15882399,Specialized Vending License - MFV,Cashless Business,BA-1670585-2023,NYC Soft Ice cream trucks owned by Eddie Cumart,10/25/23,Complaint Review Complete,,,,Complete Address,146,CADMAN PLZ W,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3001548,3002120001,BK09,4000,1,40.69994657,-73.9909983,NYC Soft Ice Cream Truck owned by Eddie Cumart
018322-2023-CMPL,9/15/23,311,311-15882436,Specialized Vending License - MFV,Cashless Business,BA-1670585-2023,NYC Soft Ice cream trucks owned by Eddie Cumart,10/25/23,Complaint Review Complete,,,,Complete Address,146,CADMAN PLZ W,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3001548,3002120001,BK09,4000,1,40.69994657,-73.9909983,NYC Soft Ice Cream Truck owned by Eddie Cumart
018226-2023-CMPL,9/14/23,311,311-15870619,Specialized Vending License - MFV,Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,10/25/23,Complaint Review Complete,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
018233-2023-CMPL,9/14/23,311,311-15872509,Specialized Vending License - MFV,Cashless Business,BA-1669504-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,10/25/23,Complaint Review Complete,,,,Complete Address,28,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70358875,-73.98956597,NYC Soft Ice Cream Truck owned by Eddie Cumart
018151-2023-CMPL,9/13/23,311,311-15858911,Specialized Vending License - MFV,Cashless Business,BA-1670290-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,10/25/23,Complaint Review Complete,,,,Complete Address,140,CADMAN PLZ W,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3001548,3002120001,BK09,4000,1,40.69999323,-73.99098026,NYC Soft Ice Cream Truck owned by Eddie Cumart
017702-2023-CMPL,9/8/23,311,311-15801035,Specialized Vending License - MFV,Cashless Business,BA-1669504-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,28,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70358875,-73.98956597,NYC Soft Ice Cream Truck owned by Eddie Cumart
017703-2023-CMPL,9/8/23,311,311-15801060,Specialized Vending License - MFV,Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,10/13/23,Complaint Review Complete,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
017596-2023-CMPL,9/6/23,311,311-15786188,Specialized Vending License - MFV,Price Not Posted; Cashless Business,BA-1669504-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,10/13/23,Complaint Review Complete,,,,Complete Address,28,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70358875,-73.98956597,NYC Soft Ice Cream Truck owned by Eddie Cumart
017597-2023-CMPL,9/6/23,311,311-15786390,Specialized Vending License - MFV,Cashless Business,BA-1669505-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,9/13/23,Information Provided,,,,Cross Street (Intersection),,OLD FULTON STREET,WATER STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,1,40.70288643,-73.99438451,NYC Soft Ice Cream Truck owned by Eddie Cumart
017428-2023-CMPL,9/5/23,311,311-15767036,Specialized Vending License - MFV,Price Not Posted,BA-1667628-2023,NYC Soft Ice Cream Trucks (owned by Eddie Cumart),10/13/23,Complaint Review Complete,,,,Complete Address,28,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70358875,-73.98956597,NYC Soft Ice Cream Truck owned by Eddie Cumart
016561-2023-CMPL,8/24/23,311,311-15632256,Specialized Vending License - MFV,Cashless Business,BA-1666321-2023,NYC Soft Ice Cream trucks (owned by Eddie Cumart),10/1/23,Complaint Review Complete,,,,Cross Street (Intersection),,MAIN STREET,PLYMOUTH STREET,,,,,NY,11201,Brooklyn,302,33,,,,,21,40.70390724,-73.99066235,NYC Soft Ice Cream Truck owned by Eddie Cumart
015191-2023-CMPL,8/7/23,311,311-15437727,General Vendor,Overcharge,BA-1664358-2023,Eddie’s Ice Cream Cor,8/7/23,Referred,NYC Department of Sanitation,,,Complete Address,26,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70364639,-73.98956236,NYC Soft Ice Cream Truck owned by Eddie Cumart
015192-2023-CMPL,8/7/23,311,311-15437958,Specialized Vending License - MFV,Price Not Posted,BA-1664358-2023,Eddie’s Ice Cream Cor,8/8/23,Information Provided,,,,Complete Address,26,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70364639,-73.98956236,NYC Soft Ice Cream Truck owned by Eddie Cumart
