Record ID,Intake Date,Intake Channel,311 SR Number,Business Category,Complaint Code,Business Unique ID,Business Name,Result Date,Result,Referred To,Contract Cancelled Amount,Refund Amount,Address Type,Building Nbr,Street1,Street2,Street3,Unit Type,Apt/Suite,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Census Block (2010),Census Tract (2010),Latitude,Longitude,Standardized_Business_Name
021796-2023-CMPL,10/28/23,311,311-16377849,Specialized Vending License - MFV,Price Not Posted,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,12/12/23,Complaint Review Complete,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
021635-2023-CMPL,10/27/23,311,311-16365813,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/30/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
021636-2023-CMPL,10/27/23,311,311-16365821,Specialized Vending License - MFV,Price Not Posted,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/30/23,Complaint Review Complete,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
021547-2023-CMPL,10/26/23,311,311-16353213,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/30/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
021548-2023-CMPL,10/26/23,311,311-16353226,Specialized Vending License - MFV,Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/30/23,Complaint Review Complete,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
021476-2023-CMPL,10/25/23,311,311-16341959,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/30/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
021477-2023-CMPL,10/25/23,311,311-16341966,Specialized Vending License - MFV,Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/30/23,Complaint Review Complete,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
021395-2023-CMPL,10/24/23,311,311-16329541,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/30/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
021396-2023-CMPL,10/24/23,311,311-16329554,Specialized Vending License - MFV,Price Not Posted,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,3/4/24,Duplicate Complaint - DUP,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
021289-2023-CMPL,10/23/23,311,311-16315768,Specialized Vending License - MFV,Cashless Business,BA-1669505-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,11/30/23,Complaint Review Complete,,,,Complete Address,2,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000078,3000350012,BK38,1005,21,40.70310051,-73.99418974,NYC Soft Ice Cream Truck owned by Eddie Cumart
021290-2023-CMPL,10/23/23,311,311-16315788,Specialized Vending License - MFV,Price Not Posted,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,3/4/24,Duplicate Complaint - DUP,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
021291-2023-CMPL,10/23/23,311,311-16315801,Specialized Vending License - MFV,Price Not Posted,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,3/4/24,Duplicate Complaint - DUP,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
021244-2023-CMPL,10/22/23,311,311-16305802,Specialized Vending License - MFV,Price Not Posted; Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,10/23/23,Duplicate Complaint - DUP,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
021245-2023-CMPL,10/22/23,311,311-16305818,Specialized Vending License - MFV,Price Not Posted; Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,10/23/23,Duplicate Complaint - DUP,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
021196-2023-CMPL,10/21/23,311,311-16296159,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/30/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
021197-2023-CMPL,10/21/23,311,311-16296171,Specialized Vending License - MFV,Price Not Posted; Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,10/23/23,Duplicate Complaint - DUP,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
021098-2023-CMPL,10/20/23,311,311-16285753,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/30/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
021099-2023-CMPL,10/20/23,311,311-16285766,Specialized Vending License - MFV,Price Not Posted,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/30/23,Complaint Review Complete,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
021022-2023-CMPL,10/19/23,311,311-16273440,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/30/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
021009-2023-CMPL,10/18/23,311,311-16271162,Specialized Vending License - MFV,Price Not Posted,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/30/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
021011-2023-CMPL,10/18/23,311,311-16271203,Specialized Vending License - MFV,Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/30/23,Complaint Review Complete,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
021012-2023-CMPL,10/18/23,311,311-16271213,Specialized Vending License - MFV,Cashless Business,BA-1669505-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,11/30/23,Complaint Review Complete,,,,Complete Address,2,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000078,3000350012,BK38,1005,21,40.70310051,-73.99418974,NYC Soft Ice Cream Truck owned by Eddie Cumart
021013-2023-CMPL,10/18/23,311,311-16271256,Specialized Vending License - MFV,Cashless Business,BA-1671326-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/30/23,Complaint Review Complete,,,,Complete Address,168,CADMAN PLZ W,,,,,BROOKLYN,NY,11201,,302,33,,,BK09,4001,1,40.69953487,-73.99117868,NYC Soft Ice Cream Truck owned by Eddie Cumart
020900-2023-CMPL,10/17/23,311,311-16258552,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/9/23,Duplicate Complaint - DUP,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
020901-2023-CMPL,10/17/23,311,311-16258575,Specialized Vending License - MFV,Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/30/23,Complaint Review Complete,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
020589-2023-CMPL,10/14/23,311,311-16214942,Specialized Vending License - MFV,Cashless Business,BA-1669505-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,11/18/23,Complaint Review Complete,,,,Complete Address,2,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000078,3000350012,BK38,1005,21,40.70310051,-73.99418974,NYC Soft Ice Cream Truck owned by Eddie Cumart
020590-2023-CMPL,10/14/23,311,311-16214962,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/18/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
020591-2023-CMPL,10/14/23,311,311-16214975,Specialized Vending License - MFV,Cashless Business,BA-1675121-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/18/23,Complaint Review Complete,,,,Complete Address,108,WASHINGTON AVE,,,,,BROOKLYN,NY,11205,Brooklyn,302,35,3054372,3018890057,BK69,3007,191,40.69513068,-73.9672522,NYC Soft Ice Cream Truck owned by Eddie Cumart
020593-2023-CMPL,10/14/23,311,311-16215053,Specialized Vending License - MFV,Price Not Posted,BA-1671326-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/18/23,Complaint Review Complete,,,,Complete Address,168,CADMAN PLZ W,,,,,BROOKLYN,NY,11201,,302,33,,,BK09,4001,1,40.69953487,-73.99117868,NYC Soft Ice Cream Truck owned by Eddie Cumart
020234-2023-CMPL,10/10/23,311,311-16167111,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,10/10/23,Duplicate Complaint - DUP,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
020235-2023-CMPL,10/10/23,311,311-16167125,Specialized Vending License - MFV,Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,10/10/23,Duplicate Complaint - DUP,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
020236-2023-CMPL,10/10/23,311,311-16167132,Specialized Vending License - MFV,Cashless Business,BA-1672999-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/18/23,Complaint Review Complete,,,,Complete Address,13,DOCK ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3398406,3000367504,BK38,1003,21,40.70318001,-73.99254511,NYC Soft Ice Cream Truck owned by Eddie Cumart
020237-2023-CMPL,10/10/23,311,311-16167154,Specialized Vending License - MFV,Cashless Business,BA-1673000-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/18/23,Complaint Review Complete,,,,Complete Address,88,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70180741,-73.98967805,NYC Soft Ice Cream Truck owned by Eddie Cumart
020173-2023-CMPL,10/9/23,311,311-16156191,Specialized Vending License - MFV,Price Not Posted,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/18/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
020174-2023-CMPL,10/9/23,311,311-16156207,Specialized Vending License - MFV,Price Not Posted; Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/18/23,Complaint Review Complete,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
020175-2023-CMPL,10/9/23,311,311-16156224,Specialized Vending License - MFV,Price Not Posted; Cashless Business,BA-1669505-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,3/4/24,Duplicate Complaint - DUP,,,,Complete Address,2,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000078,3000350012,BK38,1005,21,40.70310051,-73.99418974,NYC Soft Ice Cream Truck owned by Eddie Cumart
020077-2023-CMPL,10/7/23,311,311-16137923,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/18/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
020078-2023-CMPL,10/7/23,311,311-16137940,Specialized Vending License - MFV,Cashless Business,BA-1672870-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/18/23,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PROSPECT STREET,,,,,NY,11201,Brooklyn,302,33,,,,,13,40.70073421,-73.98972871,NYC Soft Ice Cream Truck owned by Eddie Cumart
020079-2023-CMPL,10/7/23,311,311-16137953,Specialized Vending License - MFV,Cashless Business,BA-1669505-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,11/18/23,Complaint Review Complete,,,,Complete Address,2,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000078,3000350012,BK38,1005,21,40.70310051,-73.99418974,NYC Soft Ice Cream Truck owned by Eddie Cumart
020080-2023-CMPL,10/7/23,311,311-16137971,Specialized Vending License - MFV,Cashless Business,BA-1671326-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,10/10/23,Duplicate Complaint - DUP,,,,Complete Address,168,CADMAN PLZ W,,,,,BROOKLYN,NY,11201,,302,33,,,BK09,4001,1,40.69953487,-73.99117868,NYC Soft Ice Cream Truck owned by Eddie Cumart
019975-2023-CMPL,10/6/23,311,311-16126957,Specialized Vending License - MFV,Price Not Posted,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/18/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
019976-2023-CMPL,10/6/23,311,311-16126974,Specialized Vending License - MFV,Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/18/23,Complaint Review Complete,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
019977-2023-CMPL,10/6/23,311,311-16126986,Specialized Vending License - MFV,Price Not Posted,BA-1669505-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,11/18/23,Complaint Review Complete,,,,Complete Address,2,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000078,3000350012,BK38,1005,21,40.70310051,-73.99418974,NYC Soft Ice Cream Truck owned by Eddie Cumart
019877-2023-CMPL,10/5/23,311,311-16114159,Specialized Vending License - MFV,Cashless Business,BA-1672622-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,30,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000080,3000350021,BK38,1004,21,40.70330628,-73.99274707,NYC Soft Ice Cream Truck owned by Eddie Cumart
019878-2023-CMPL,10/5/23,311,311-16114172,Specialized Vending License - MFV,Price Not Posted,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,3/4/24,Duplicate Complaint - DUP,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
019879-2023-CMPL,10/5/23,311,311-16114185,Specialized Vending License - MFV,Cashless Business,BA-1671326-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,168,CADMAN PLZ W,,,,,BROOKLYN,NY,11201,,302,33,,,BK09,4001,1,40.69953487,-73.99117868,NYC Soft Ice Cream Truck owned by Eddie Cumart
019880-2023-CMPL,10/5/23,311,311-16114196,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
019881-2023-CMPL,10/5/23,311,311-16114204,Specialized Vending License - MFV,Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
019882-2023-CMPL,10/5/23,311,311-16114214,Specialized Vending License - MFV,Cashless Business,BA-1671326-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,168,CADMAN PLZ W,,,,,BROOKLYN,NY,11201,,302,33,,,BK09,4001,1,40.69953487,-73.99117868,NYC Soft Ice Cream Truck owned by Eddie Cumart
019588-2023-CMPL,10/2/23,311,311-16073176,Specialized Vending License - MFV,Cashless Business,BA-1669505-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,10/2/23,Duplicate Complaint - DUP,,,,Complete Address,2,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000078,3000350012,BK38,1005,21,40.70310051,-73.99418974,NYC Soft Ice Cream Truck owned by Eddie Cumart
019589-2023-CMPL,10/2/23,311,311-16073193,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
019590-2023-CMPL,10/2/23,311,311-16073209,Specialized Vending License - MFV,Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,3/4/24,Duplicate Complaint - DUP,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
019591-2023-CMPL,10/2/23,311,311-16073225,Specialized Vending License - MFV,Price Not Posted,BA-1669505-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,2,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000078,3000350012,BK38,1005,21,40.70310051,-73.99418974,NYC Soft Ice Cream Truck owned by Eddie Cumart
019592-2023-CMPL,10/2/23,311,311-16073230,Specialized Vending License - MFV,Price Not Posted,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,3/4/24,Duplicate Complaint - DUP,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
019593-2023-CMPL,10/2/23,311,311-16073246,Specialized Vending License - MFV,Price Not Posted,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
019594-2023-CMPL,10/2/23,311,311-16073266,Specialized Vending License - MFV,Cashless Business,BA-1672259-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,19,DOCK ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3398406,3000367504,BK38,1003,21,40.7031059,-73.99254872,NYC Soft Ice Cream Truck owned by Eddie Cumart
019541-2023-CMPL,10/1/23,311,311-16061512,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
019542-2023-CMPL,10/1/23,311,311-16061564,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/18/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
019543-2023-CMPL,10/1/23,311,311-16061582,Specialized Vending License - MFV,Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
019544-2023-CMPL,10/1/23,311,311-16061603,Specialized Vending License - MFV,Price Not Posted,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,3/4/24,Duplicate Complaint - DUP,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
019442-2023-CMPL,9/29/23,311,311-16036426,Specialized Vending License - MFV,Price Not Posted,BA-1669505-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,3/4/24,Duplicate Complaint - DUP,,,,Complete Address,2,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000078,3000350012,BK38,1005,21,40.70310051,-73.99418974,NYC Soft Ice Cream Truck owned by Eddie Cumart
019443-2023-CMPL,9/29/23,311,311-16036445,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
019445-2023-CMPL,9/29/23,311,311-16036455,Specialized Vending License - MFV,Cashless Business,BA-1672112-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PROSPECT STREET,,,,,NY,11201,Brooklyn,,,,,,,,,,NYC Soft Ice Cream Truck owned by Eddie Cumart
019446-2023-CMPL,9/29/23,311,311-16036473,Specialized Vending License - MFV,Cashless Business,BA-1671326-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/6/23,Complaint Review Complete,,,,Complete Address,168,CADMAN PLZ W,,,,,BROOKLYN,NY,11201,,302,33,,,BK09,4001,1,40.69953487,-73.99117868,NYC Soft Ice Cream Truck owned by Eddie Cumart
019368-2023-CMPL,9/28/23,311,311-16025039,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,9/29/23,Duplicate Complaint - DUP,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
019369-2023-CMPL,9/28/23,311,311-16025060,Specialized Vending License - MFV,Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,10/10/23,Duplicate Complaint - DUP,,,,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70176349,-73.98968167,NYC Soft Ice Cream Truck owned by Eddie Cumart
